År,Månednr,Ukenr,Dato,Ukedag,Selskapnr,Selskapnavn,Kundekategori_kd,Kundenr,Postnummer,Fylke,Rutenr,Parent Skift ID,Kjøreskift ID,Antall leveranser,Antall leveranser dagligvare,Antall leveranser SSH/service,Antall leveranser andre,Antall kunder,Antall leveranser i tidsvindu,Antall leveranser < 30 min før tidsvindu,Antall leveranser etter tidsvindu,Antall leveranser før tidsvindu,Leveringsvindu fra,Leveringsvindu til,Start Skanning,Start Levering,Stopp Levering,Antall dager for leveringen,Planlagt leveringstid (min),Leveringstid (min),Tidsforbruk kunde (min) pr.m3,Levert volum,Levert volum (m3),Volum Frukt og grønt,Volum Frukt og grønt - Egenprodusert,Volum Frukt og grønt - Ekstern Transitt,Volum Tørr,Volum Kjøl,Volum Frys,Vekt (kg),Leveringspresisjon utgående %,Leveringspresisjon før og i tidsvindu < 30 min før tidsvindu,Antall lastbærere skannet inn,Antall lastbærere skannet av,Antall lastbærere,Skannet inn på bil %,Skannet ut av bil %,Drivstofftype,Gyldig regnr flg,Ressursnavn (bil),Temperatur på bil (frys),Temperatur på bil (kjøl),KJEDESTYRING,FLESLAND_KATEGORI,delivery_delay_minutes
2025,4.0,17.0,2025-04-22,Tirsdag,64.0,ASKO ROGALAND AS,5,790646.0,4306.0,Rogaland,2155,5555064.0,5555065.0,1.0,,1.0,,1.0,1.0,,,,2025-04-22 08:00:00,2025-04-22 12:00:00,2025-04-22 09:22:03,2025-04-22 09:20:48,2025-04-22 09:26:22,0.0,12.216666666666669,5.566666666666666,5.664970906812585,982.647,0.982647,960.0,0.0,960.0,0.0,22.647,0.0,250.494,1.0,1.0,2.0,2.0,2.0,1.0,1.0,DIESEL,Ja,RL14306,,2.0,Frie,Restaurant,-6.650000000000002
2025,4.0,17.0,2025-04-25,Fredag,64.0,ASKO ROGALAND AS,5,790646.0,4306.0,Rogaland,5155,5566366.0,5566367.0,1.0,,1.0,,1.0,1.0,,,,2025-04-25 08:00:00,2025-04-25 12:00:00,2025-04-25 09:02:30,2025-04-25 09:00:42,2025-04-25 09:08:29,0.0,13.066666666666666,7.783333333333333,7.471587329288627,1041.7242,1.0417242000000002,960.0,0.0,960.0,81.7242,0.0,0.0,291.324,1.0,1.0,2.0,2.0,2.0,1.0,1.0,DIESEL,Ja,RL14306,,2.0,Frie,Restaurant,-5.283333333333333
2025,4.0,17.0,2025-04-25,Fredag,64.0,ASKO ROGALAND AS,5,819072.0,4008.0,Rogaland,5126,5566336.0,5566337.0,1.0,,1.0,,1.0,1.0,,,,2025-04-25 10:00:00,2025-04-25 16:00:00,2025-04-25 12:29:14,2025-04-25 12:29:01,2025-04-25 12:29:32,0.0,14.316666666666666,0.5166666666666667,0.6882181056419233,750.731,0.750731,0.0,0.0,0.0,750.731,0.0,0.0,441.04,1.0,1.0,1.0,1.0,1.0,1.0,1.0,GASS,Ja,GA12806,,4.0,Frie,Restaurant,-13.8
2025,4.0,17.0,2025-04-22,Tirsdag,64.0,ASKO ROGALAND AS,5,836860.0,4017.0,Rogaland,2150,5555046.0,5555047.0,1.0,,1.0,,1.0,,,1.0,,2025-04-22 07:00:00,2025-04-22 10:30:00,2025-04-22 11:23:51,2025-04-22 11:19:59,2025-04-22 11:26:19,0.0,10.433333333333334,6.333333333333333,3.298611111111111,1920.0,1.92,1920.0,0.0,1920.0,0.0,0.0,0.0,480.0,,,2.0,2.0,2.0,1.0,1.0,GASS,Ja,GA12370,,5.0,Frie,Kantine og catering,-4.1000000000000005
2025,4.0,17.0,2025-04-25,Fredag,64.0,ASKO ROGALAND AS,5,836860.0,4017.0,Rogaland,5152,5566316.0,5566317.0,1.0,,1.0,,1.0,1.0,,,,2025-04-25 07:00:00,2025-04-25 11:30:00,2025-04-25 10:14:55,2025-04-25 10:14:44,2025-04-25 10:38:46,0.0,15.35,24.03333333333333,7.691286892041642,3124.748,3.124748,960.0,0.0,960.0,1596.142,0.0,568.606,1053.708,1.0,1.0,4.0,4.0,4.0,1.0,1.0,GASS,Ja,GA12367,-22.4,5.0,Frie,Kantine og catering,8.683333333333332
2025,4.0,17.0,2025-04-25,Fredag,64.0,ASKO ROGALAND AS,5,846752.0,4014.0,Rogaland,5126,5566336.0,5566337.0,1.0,,1.0,,1.0,,,1.0,,2025-04-25 10:00:00,2025-04-25 17:00:00,2025-04-25 15:04:29,2025-04-25 17:45:01,2025-04-25 17:45:11,0.0,12.2,0.1666666666666666,0.2322420742747312,717.642,0.717642,0.0,0.0,0.0,387.552,330.09,0.0,344.852,,,2.0,2.0,2.0,1.0,1.0,GASS,Ja,GA12806,,4.0,Frie,Kantine og catering,-12.033333333333331
2025,4.0,17.0,2025-04-22,Tirsdag,64.0,ASKO ROGALAND AS,5,901900.0,4362.0,Rogaland,2120,5555004.0,5555005.0,1.0,,1.0,,1.0,,,1.0,,2025-04-22 07:03:00,2025-04-22 11:00:00,2025-04-22 12:17:55,2025-04-22 12:17:12,2025-04-22 12:19:42,0.0,8.85,2.5,2.296394752095001,1088.663,1.088663,960.0,0.0,960.0,0.0,128.663,0.0,296.7352,,,2.0,2.0,2.0,1.0,1.0,GASS,Ja,GA13086,,3.0,Frie,Kantine og catering,-6.35
2025,4.0,17.0,2025-04-25,Fredag,64.0,ASKO ROGALAND AS,5,935902.0,4340.0,Rogaland,5144,5566350.0,5566351.0,1.0,,1.0,,1.0,1.0,,,,2025-04-25 08:00:00,2025-04-25 12:00:00,2025-04-25 09:37:00,2025-04-25 09:36:21,2025-04-25 09:46:19,0.0,9.516666666666667,9.966666666666669,10.381944444444445,960.0,0.96,960.0,0.0,960.0,0.0,0.0,0.0,240.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,GASS,Ja,GA12804,,,Styrte,Restaurant,0.450000000000001
2025,4.0,17.0,2025-04-22,Tirsdag,64.0,ASKO ROGALAND AS,5,972632.0,4033.0,Rogaland,2149,5555008.0,5555009.0,1.0,,1.0,,1.0,,,1.0,,2025-04-22 08:00:00,2025-04-22 11:00:00,2025-04-22 11:29:00,2025-04-22 11:28:43,2025-04-22 11:35:50,0.0,12.466666666666669,7.116666666666666,6.3572306247838615,1119.4602,1.1194602,960.0,0.0,960.0,159.4602,0.0,0.0,318.903,,,2.0,2.0,2.0,1.0,1.0,ELEKTRISK,Ja,EJ26177,,3.0,Frie,Kantine og catering,-5.350000000000002
2025,4.0,17.0,2025-04-25,Fredag,64.0,ASKO ROGALAND AS,5,997486.0,4013.0,Rogaland,5126,5566336.0,5566337.0,1.0,,1.0,,1.0,,,1.0,,2025-04-25 10:00:00,2025-04-25 16:00:00,2025-04-25 14:00:14,2025-04-25 17:43:40,2025-04-25 17:43:56,0.0,11.716666666666669,0.2666666666666666,0.642089719517553,415.3106,0.4153106,0.0,0.0,0.0,70.3314,176.274,168.7052,190.774,,,3.0,3.0,3.0,1.0,1.0,GASS,Ja,GA12806,,4.0,Frie,Restaurant,-11.450000000000005
2025,4.0,17.0,2025-04-22,Tirsdag,64.0,ASKO ROGALAND AS,5,645600.0,4250.0,Rogaland,2135,5555052.0,5555053.0,1.0,,1.0,,1.0,1.0,,,,2025-04-22 09:00:00,2025-04-22 14:00:00,,2025-04-22 09:27:01,2025-04-22 09:27:34,0.0,5.916666666666667,0.55,0.7902525934653295,695.98,0.69598,0.0,0.0,0.0,695.98,0.0,0.0,150.238,1.0,1.0,1.0,0.0,1.0,1.0,0.0,DIESEL,Ja,RL49550,,,Frie,Eksterne grossister,-5.366666666666667
2025,4.0,17.0,2025-04-25,Fredag,64.0,ASKO ROGALAND AS,5,645600.0,4250.0,Rogaland,5131,5566278.0,5566279.0,1.0,,1.0,,1.0,1.0,,,,2025-04-25 09:00:00,2025-04-25 14:00:00,2025-04-25 11:06:21,2025-04-25 11:05:07,2025-04-25 11:11:53,0.0,7.1,6.766666666666667,4.20851338721889,1607.852,1.607852,0.0,0.0,0.0,1607.852,0.0,0.0,302.296,1.0,1.0,1.0,2.0,2.0,0.5,1.0,DIESEL,Ja,RL33082,,,Frie,Eksterne grossister,-0.333333333333333
2025,4.0,17.0,2025-04-22,Tirsdag,64.0,ASKO ROGALAND AS,5,701722.0,5515.0,Rogaland,2136,5555010.0,5555011.0,1.0,,1.0,,1.0,1.0,,,,2025-04-22 08:00:00,2025-04-22 13:00:00,2025-04-22 08:50:14,2025-04-22 08:48:50,2025-04-22 08:53:13,0.0,8.95,4.383333333333334,7.512922226229114,583.4392,0.5834392,0.0,0.0,0.0,583.4392,0.0,0.0,239.155,1.0,1.0,2.0,2.0,2.0,1.0,1.0,DIESEL,Ja,RL42715,,3.0,Frie,Offentlig,-4.5666666666666655
2025,4.0,17.0,2025-04-22,Tirsdag,64.0,ASKO ROGALAND AS,5,761049.0,4365.0,Rogaland,2120,5555004.0,5555005.0,1.0,,1.0,,1.0,1.0,,,,2025-04-22 07:00:00,2025-04-22 12:00:00,2025-04-22 07:53:26,2025-04-22 07:51:11,2025-04-22 07:58:40,0.0,14.45,7.483333333333333,9.46558368583673,790.5834,0.7905833999999999,0.0,0.0,0.0,635.4732,76.554,78.5562,305.19,1.0,1.0,3.0,3.0,3.0,1.0,1.0,GASS,Ja,GA13086,-21.0,3.0,Frie,Offentlig,-6.966666666666666
2025,4.0,17.0,2025-04-25,Fredag,64.0,ASKO ROGALAND AS,5,761049.0,4365.0,Rogaland,5122,5566274.0,5566275.0,1.0,,1.0,,1.0,1.0,,,,2025-04-25 07:00:00,2025-04-25 12:15:00,2025-04-25 08:07:32,2025-04-25 08:06:34,2025-04-25 08:10:50,0.0,14.133333333333333,4.266666666666667,5.856651499769487,728.5164,0.7285164,0.0,0.0,0.0,458.4022,0.0,270.1142,333.525,1.0,1.0,2.0,2.0,2.0,1.0,1.0,ELEKTRISK,Ja,EJ26178,,3.0,Frie,Offentlig,-9.866666666666667
2025,4.0,17.0,2025-04-25,Fredag,64.0,ASKO ROGALAND AS,5,655054.0,4016.0,Rogaland,5152,5566316.0,5566317.0,1.0,,1.0,,1.0,,,1.0,,2025-04-25 07:00:00,2025-04-25 10:00:00,2025-04-25 11:02:13,2025-04-25 11:02:08,2025-04-25 11:10:14,0.0,26.7,8.1,27.39612977242272,295.6622,0.2956622,0.0,0.0,0.0,295.6622,0.0,0.0,195.274,,,2.0,2.0,2.0,1.0,1.0,GASS,Ja,GA12367,,5.0,Frie,Restaurant,-18.6
2025,4.0,17.0,2025-04-22,Tirsdag,64.0,ASKO ROGALAND AS,5,1262439.0,4250.0,Rogaland,2135,5555052.0,5555053.0,1.0,,1.0,,1.0,1.0,,,,2025-04-22 09:45:00,2025-04-22 12:00:00,,2025-04-22 09:52:32,2025-04-22 09:52:53,0.0,10.1,0.35,0.1500092148517694,2333.19,2.33319,0.0,0.0,0.0,816.203,0.0,1516.987,466.858,1.0,1.0,1.0,0.0,2.0,0.5,0.0,DIESEL,Ja,RL49550,,,Frie,Restaurant,-9.75
2025,4.0,17.0,2025-04-25,Fredag,64.0,ASKO ROGALAND AS,5,1528714.0,4200.0,Rogaland,5137,5566340.0,5566341.0,1.0,,1.0,,1.0,1.0,,,,2025-04-25 09:00:00,2025-04-25 17:00:00,2025-04-25 13:02:52,2025-04-25 13:02:48,2025-04-25 13:03:29,0.0,11.0,0.6833333333333333,0.7118055555555556,960.0,0.96,960.0,0.0,960.0,0.0,0.0,0.0,240.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,DIESEL,Ja,SD94393,,2.0,Frie,Restaurant,-10.316666666666666
2025,4.0,17.0,2025-04-25,Fredag,64.0,ASKO ROGALAND AS,5,1903453.0,4364.0,Rogaland,5123,5566302.0,5566303.0,1.0,,1.0,,1.0,1.0,,,,2025-04-25 08:00:00,2025-04-25 14:00:00,2025-04-25 13:36:47,2025-04-25 13:35:26,2025-04-25 13:41:12,0.0,13.366666666666667,5.766666666666667,4.407145220479031,1308.4812,1.3084812,961.863,0.0,961.863,113.617,0.0,233.0012,320.053,1.0,1.0,5.0,5.0,5.0,1.0,1.0,GASS,Ja,GA13086,-20.0,3.0,Frie,Restaurant,-7.6
2025,4.0,17.0,2025-04-25,Fredag,64.0,ASKO ROGALAND AS,5,224604.0,4440.0,Vest-Agder,5136,5566254.0,5566255.0,1.0,,1.0,,1.0,1.0,,,,2025-04-25 08:00:00,2025-04-25 16:00:00,2025-04-25 12:46:56,2025-04-25 12:46:32,2025-04-25 12:48:31,0.0,7.933333333333334,1.9833333333333327,2.0659722222222223,960.0,0.96,960.0,0.0,960.0,0.0,0.0,0.0,240.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,DIESEL,Ja,RL42714,,,Frie,Restaurant,-5.95
2025,4.0,17.0,2025-04-22,Tirsdag,64.0,ASKO ROGALAND AS,5,373062.0,4056.0,Rogaland,2153,5555092.0,5555093.0,1.0,,1.0,,1.0,1.0,,,,2025-04-22 09:00:00,2025-04-22 11:45:00,2025-04-22 09:39:43,2025-04-22 09:36:44,2025-04-22 09:55:36,0.0,14.683333333333334,18.866666666666667,12.98765429379194,1452.6616,1.4526616,0.0,0.0,0.0,546.2982,0.0,906.3634,390.535,1.0,1.0,3.0,3.0,3.0,1.0,1.0,GASS,Ja,GA12366,-20.0,4.0,Frie,Restaurant,4.183333333333334
2025,4.0,17.0,2025-04-25,Fredag,64.0,ASKO ROGALAND AS,5,373062.0,4056.0,Rogaland,5150,5566252.0,5566253.0,1.0,,1.0,,1.0,1.0,,,,2025-04-25 09:15:00,2025-04-25 12:15:00,2025-04-25 10:27:42,2025-04-25 10:24:32,2025-04-25 10:34:48,0.0,16.75,10.266666666666667,5.364397234033186,1913.8528,1.9138528,0.0,0.0,0.0,1163.1164,0.0,750.7364,695.38,1.0,1.0,4.0,4.0,4.0,1.0,1.0,GASS,Ja,GA12366,-19.0,4.0,Frie,Restaurant,-6.4833333333333325
2025,4.0,17.0,2025-04-25,Fredag,64.0,ASKO ROGALAND AS,5,460790.0,4365.0,Rogaland,5122,5566274.0,5566275.0,1.0,,1.0,,1.0,1.0,,,,2025-04-25 07:30:00,2025-04-25 10:30:00,2025-04-25 09:19:15,2025-04-25 09:18:48,2025-04-25 09:23:58,0.0,13.516666666666667,5.166666666666667,3.470216120134494,1488.8602,1.4888602,960.0,0.0,960.0,528.8602,0.0,0.0,399.87,1.0,1.0,3.0,5.0,5.0,0.6,1.0,ELEKTRISK,Ja,EJ26178,-19.0,3.0,Frie,Kantine og catering,-8.350000000000001
2025,4.0,17.0,2025-04-22,Tirsdag,64.0,ASKO ROGALAND AS,5,527816.0,4365.0,Rogaland,2120,5555004.0,5555005.0,1.0,,1.0,,1.0,1.0,,,,2025-04-22 07:00:00,2025-04-22 15:00:00,2025-04-22 10:19:09,2025-04-22 10:18:05,2025-04-22 10:29:28,0.0,11.7,11.383333333333333,11.85763888888889,960.0,0.96,960.0,0.0,960.0,0.0,0.0,0.0,240.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,GASS,Ja,GA13086,,2.0,Frie,Kantine og catering,-0.3166666666666664
2025,4.0,17.0,2025-04-22,Tirsdag,64.0,ASKO ROGALAND AS,5,772798.0,4052.0,Rogaland,2149,5555008.0,5555009.0,1.0,,1.0,,1.0,,,1.0,,2025-04-22 07:30:00,2025-04-22 12:30:00,2025-04-22 13:10:43,2025-04-22 13:10:23,2025-04-22 13:18:23,0.0,6.316666666666666,8.0,8.333333333333334,960.0,0.96,960.0,0.0,960.0,0.0,0.0,0.0,240.0,,,1.0,1.0,1.0,1.0,1.0,ELEKTRISK,Ja,EJ26177,,3.0,Frie,Kantine og catering,1.6833333333333336
2025,4.0,17.0,2025-04-25,Fredag,64.0,ASKO ROGALAND AS,5,824072.0,4027.0,Rogaland,5143,5566250.0,5566251.0,1.0,,1.0,,1.0,1.0,,,,2025-04-25 09:00:00,2025-04-25 12:30:00,2025-04-25 10:37:19,2025-04-25 10:35:14,2025-04-25 10:45:24,0.0,17.05,10.166666666666666,2.9863808890109285,3404.3436,3.4043436,0.0,0.0,0.0,2272.4632,0.0,1131.8804,934.242,1.0,1.0,5.0,5.0,5.0,1.0,1.0,GASS,Ja,GA12125,-19.0,3.0,Frie,Restaurant,-6.883333333333335
2025,4.0,17.0,2025-04-22,Tirsdag,64.0,ASKO ROGALAND AS,5,977920.0,4031.0,Rogaland,2143,5555140.0,5555141.0,1.0,,1.0,,1.0,1.0,,,,2025-04-22 07:00:00,2025-04-22 11:00:00,2025-04-22 08:39:03,2025-04-22 08:36:28,2025-04-22 09:06:18,0.0,38.75,29.83333333333333,1.185947649848487,25155.6916,25.1556916,3040.0,0.0,3040.0,12526.0786,5161.212,4428.401,9427.493,1.0,1.0,28.0,26.0,30.0,0.9333333333333332,0.8666666666666667,GASS,Ja,GA12369,-20.0,2.0,Frie,Eksterne grossister,-8.916666666666671
2025,4.0,17.0,2025-04-25,Fredag,64.0,ASKO ROGALAND AS,5,977920.0,4031.0,Rogaland,5154,5566356.0,5566357.0,1.0,,1.0,,1.0,1.0,,,,2025-04-25 07:00:00,2025-04-25 11:00:00,2025-04-25 09:26:04,2025-04-25 09:23:23,2025-04-25 10:34:34,0.0,26.716666666666665,71.18333333333334,4.290099281756822,16592.4676,16.5924676,0.0,0.0,0.0,3938.9056,8654.605,3998.957,6468.78,1.0,1.0,18.0,18.0,18.0,1.0,1.0,GASS,Ja,GA13087,,,Frie,Eksterne grossister,44.46666666666667
2025,4.0,17.0,2025-04-22,Tirsdag,64.0,ASKO ROGALAND AS,5,977920.0,4031.0,Rogaland,993,5564652.0,5564653.0,1.0,,1.0,,1.0,1.0,,,,2025-04-22 07:00:00,2025-04-22 11:00:00,2025-04-22 09:50:15,2025-04-22 09:49:00,2025-04-22 09:52:52,0.0,6.0,3.866666666666666,3.182535998323133,1214.964,1.214964,0.0,0.0,0.0,1214.964,0.0,0.0,385.899,1.0,1.0,0.0,1.0,1.0,0.0,1.0,GASS,Ja,GA12367,-20.0,2.0,Frie,Eksterne grossister,-2.1333333333333337
2025,4.0,17.0,2025-04-25,Fredag,64.0,ASKO ROGALAND AS,5,1556392.0,4163.0,Rogaland,5148,5566346.0,5566347.0,1.0,,1.0,,1.0,1.0,,,,2025-04-25 09:00:00,2025-04-25 16:00:00,2025-04-25 11:13:12,2025-04-25 11:12:21,2025-04-25 11:18:02,0.0,12.916666666666666,5.683333333333334,8.46499755781097,671.3922,0.6713922,0.0,0.0,0.0,355.157,23.373,292.8622,185.296,1.0,1.0,5.0,5.0,5.0,1.0,1.0,ELEKTRISK,Ja,EJ26179,-22.0,3.0,Frie,Servicehandel,-7.233333333333332
2025,4.0,17.0,2025-04-22,Tirsdag,64.0,ASKO ROGALAND AS,5,1612252.0,5536.0,Rogaland,2132,5555050.0,5555051.0,1.0,,1.0,,1.0,1.0,,,,2025-04-22 10:00:00,2025-04-22 16:00:00,2025-04-22 15:29:30,2025-04-22 15:29:24,2025-04-22 15:33:53,0.0,11.0,4.483333333333333,30.57186433820437,146.649,0.146649,0.0,0.0,0.0,146.649,0.0,0.0,38.946,1.0,1.0,5.0,5.0,5.0,1.0,1.0,DIESEL,Ja,SD90650,,,Absolutt styrte,Servicehandel,-6.516666666666667
2025,4.0,17.0,2025-04-25,Fredag,64.0,ASKO ROGALAND AS,5,1170780.0,4033.0,Rogaland,5149,5566322.0,5566323.0,1.0,,1.0,,1.0,1.0,,,,2025-04-25 09:00:00,2025-04-25 13:15:00,2025-04-25 10:14:16,2025-04-25 10:14:09,2025-04-25 10:19:32,0.0,11.083333333333334,5.383333333333334,14.978359748111291,359.4074,0.3594074,0.0,0.0,0.0,86.3562,0.0,273.0512,92.533,1.0,1.0,1.0,2.0,2.0,0.5,1.0,ELEKTRISK,Ja,EJ26177,-18.0,3.0,Frie,Restaurant,-5.7
2025,4.0,17.0,2025-04-22,Tirsdag,64.0,ASKO ROGALAND AS,5,1174394.0,4001.0,Rogaland,2126,5555124.0,5555125.0,1.0,,1.0,,1.0,1.0,,,,2025-04-22 10:00:00,2025-04-22 13:00:00,2025-04-22 10:46:23,2025-04-22 10:45:24,2025-04-22 10:50:45,0.0,2.4,2.466666666666667,24.220952695170148,101.8402,0.1018401999999999,0.0,0.0,0.0,101.8402,0.0,0.0,64.905,1.0,1.0,1.0,1.0,1.0,1.0,1.0,GASS,Ja,GA12806,,2.0,Frie,Restaurant,0.0666666666666668
2025,4.0,17.0,2025-04-22,Tirsdag,64.0,ASKO ROGALAND AS,5,1200421.0,4330.0,Rogaland,2150,5555046.0,5555047.0,1.0,,1.0,,1.0,1.0,,,,2025-04-22 07:00:00,2025-04-22 09:30:00,2025-04-22 08:00:29,2025-04-22 07:57:48,2025-04-22 08:12:48,0.0,12.616666666666667,15.0,37.454361860073504,400.4874,0.4004874,0.0,0.0,0.0,259.7472,0.0,140.7402,184.857,1.0,1.0,2.0,2.0,2.0,1.0,1.0,GASS,Ja,GA12370,-22.4,5.0,Frie,Restaurant,2.383333333333333
2025,4.0,17.0,2025-04-22,Tirsdag,64.0,ASKO ROGALAND AS,5,1262918.0,4340.0,Rogaland,2144,5555086.0,5555087.0,1.0,,1.0,,1.0,1.0,,,,2025-04-22 09:00:00,2025-04-22 14:00:00,2025-04-22 13:16:28,2025-04-22 13:15:39,2025-04-22 13:16:46,0.0,11.0,1.1166666666666667,1.1631944444444444,960.0,0.96,960.0,0.0,960.0,0.0,0.0,0.0,240.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,GASS,Ja,GA12804,,,Frie,Restaurant,-9.883333333333333
2025,4.0,17.0,2025-04-25,Fredag,64.0,ASKO ROGALAND AS,5,1262918.0,4340.0,Rogaland,5144,5566350.0,5566351.0,1.0,,1.0,,1.0,1.0,,,,2025-04-25 09:00:00,2025-04-25 13:00:00,2025-04-25 11:59:21,2025-04-25 11:55:51,2025-04-25 12:06:55,0.0,11.0,11.066666666666666,11.52777777777778,960.0,0.96,960.0,0.0,960.0,0.0,0.0,0.0,240.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,GASS,Ja,GA12804,,3.0,Frie,Restaurant,0.0666666666666664
2025,4.0,17.0,2025-04-22,Tirsdag,64.0,ASKO ROGALAND AS,5,1283310.0,4308.0,Rogaland,2157,5555116.0,5555117.0,1.0,,1.0,,1.0,1.0,,,,2025-04-22 07:15:00,2025-04-22 10:15:00,2025-04-22 08:21:31,2025-04-22 08:21:25,2025-04-22 08:35:19,0.0,12.4,13.9,46.9264207227074,296.2084,0.2962084,0.0,0.0,0.0,165.9542,0.0,130.2542,144.321,1.0,1.0,2.0,2.0,2.0,1.0,1.0,DIESEL,Ja,RL42131,-18.2,2.0,Frie,Kantine og catering,1.5
2025,4.0,17.0,2025-04-22,Tirsdag,64.0,ASKO ROGALAND AS,5,1324197.0,4006.0,Rogaland,2152,5555088.0,5555089.0,1.0,,1.0,,1.0,1.0,,,,2025-04-22 08:00:00,2025-04-22 13:00:00,2025-04-22 11:22:59,2025-04-22 11:22:37,2025-04-22 11:26:11,0.0,16.85,3.566666666666667,3.715277777777778,960.0,0.96,960.0,0.0,960.0,0.0,0.0,0.0,240.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,GASS,Ja,GA13090,,3.0,Frie,Restaurant,-13.283333333333337
2025,4.0,17.0,2025-04-25,Fredag,64.0,ASKO ROGALAND AS,5,1324197.0,4006.0,Rogaland,5153,5566260.0,5566261.0,1.0,,1.0,,1.0,1.0,,,,2025-04-25 08:00:00,2025-04-25 13:15:00,2025-04-25 12:24:07,2025-04-25 12:23:42,2025-04-25 12:27:56,0.0,17.4,4.233333333333333,3.6661435339649135,1154.7102,1.1547102,960.0,0.0,960.0,0.0,117.462,77.2482,318.61,1.0,1.0,3.0,3.0,3.0,1.0,1.0,GASS,Ja,GA13090,-20.8,3.0,Frie,Restaurant,-13.166666666666664
2025,4.0,17.0,2025-04-22,Tirsdag,64.0,ASKO ROGALAND AS,5,1328842.0,4013.0,Rogaland,2152,5555088.0,5555089.0,1.0,,1.0,,1.0,,,1.0,,2025-04-22 07:00:00,2025-04-22 12:00:00,2025-04-22 12:53:58,2025-04-22 12:53:48,2025-04-22 12:58:12,0.0,8.666666666666666,4.4,4.583333333333334,960.0,0.96,960.0,0.0,960.0,0.0,0.0,0.0,240.0,,,1.0,1.0,1.0,1.0,1.0,GASS,Ja,GA13090,,3.0,Frie,Restaurant,-4.266666666666666
2025,4.0,17.0,2025-04-25,Fredag,64.0,ASKO ROGALAND AS,5,1328842.0,4013.0,Rogaland,5153,5566260.0,5566261.0,1.0,,1.0,,1.0,,,1.0,,2025-04-25 07:00:00,2025-04-25 12:00:00,2025-04-25 12:53:19,2025-04-25 12:53:10,2025-04-25 12:55:22,0.0,8.666666666666666,2.2,2.291666666666667,960.0,0.96,960.0,0.0,960.0,0.0,0.0,0.0,240.0,,,1.0,1.0,1.0,1.0,1.0,GASS,Ja,GA13090,,3.0,Frie,Restaurant,-6.466666666666666
2025,4.0,17.0,2025-04-25,Fredag,64.0,ASKO ROGALAND AS,5,1349830.0,4313.0,Rogaland,5149,5566322.0,5566323.0,1.0,,1.0,,1.0,1.0,,,,2025-04-25 07:30:00,2025-04-25 11:00:00,2025-04-25 09:30:01,2025-04-25 09:28:36,2025-04-25 09:40:26,0.0,7.516666666666667,11.833333333333334,4.04143897996357,2928.0,2.928,2928.0,0.0,2928.0,0.0,0.0,0.0,732.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,ELEKTRISK,Ja,EJ26177,-18.0,3.0,Frie,Restaurant,4.316666666666667
2025,4.0,17.0,2025-04-22,Tirsdag,64.0,ASKO ROGALAND AS,5,1349830.0,4313.0,Rogaland,993,5564652.0,5564653.0,1.0,,1.0,,1.0,1.0,,,,2025-04-22 05:30:00,2025-04-22 11:00:00,2025-04-22 09:37:59,2025-04-22 09:36:56,2025-04-22 09:40:57,0.0,5.616666666666666,4.016666666666667,2.092013888888889,1920.0,1.92,1920.0,0.0,1920.0,0.0,0.0,0.0,480.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,GASS,Ja,GA12367,,2.0,Frie,Restaurant,-1.5999999999999996
2025,4.0,17.0,2025-04-25,Fredag,64.0,ASKO ROGALAND AS,5,1422249.0,4010.0,Rogaland,5152,5566316.0,5566317.0,1.0,,1.0,,1.0,1.0,,,,2025-04-25 07:00:00,2025-04-25 15:00:00,2025-04-25 12:09:14,2025-04-25 12:07:20,2025-04-25 12:24:18,0.0,9.1,16.966666666666665,10.329573044043594,1642.5332,1.6425332,960.0,0.0,960.0,682.5332,0.0,0.0,670.468,1.0,1.0,4.0,5.0,5.0,0.8,1.0,GASS,Ja,GA12367,,5.0,Frie,Restaurant,7.866666666666665
2025,4.0,17.0,2025-04-25,Fredag,64.0,ASKO ROGALAND AS,5,1639388.0,5596.0,Vestland,5134,5566308.0,5566309.0,1.0,,1.0,,1.0,1.0,,,,2025-04-25 08:30:00,2025-04-25 13:00:00,2025-04-25 11:03:48,2025-04-25 10:43:38,2025-04-25 10:45:37,0.0,5.8,0.6333333333333333,0.3343315770367699,1894.327,1.894327,960.0,0.0,960.0,691.825,0.0,242.502,646.897,1.0,1.0,4.0,3.0,4.0,1.0,0.75,DIESEL,Ja,SD99134,-20.0,3.0,Frie,Restaurant,-5.166666666666666
